question,answer,p_answer,type,length,difficulty,latency,word,source,target,p_answer_clean,answer_clean,exact,cfm,Model,raw_response,annotated_question,edit_type
Swap 'r' and 'h' in 'oxyrhine'.,oxyhrine,,swap,8,1,,oxyrhine,r,h,,oxyhrine,False,0.0,Initial,,,
Swap 't' and 'n' in 'ananta'.,atatna,annaat,swap,6,1,,ananta,t,n,annaat,atatna,False,0.16666666666666663,Initial,,,
Swap 'c' and 'e' in 'amplectant'.,amplcetant,empeltcaant,swap,10,1,,amplectant,c,e,empeltcaant,amplcetant,False,0.5454545454545454,Initial,,,
Swap 's' and 'a' in 'ensaffron'.,enasffron,nsafaffron,swap,9,1,,ensaffron,s,a,nsafaffron,enasffron,False,0.6,Initial,,,
Swap 't' and 'b' in 'rebreathe'.,retreabhe,rebtaehb,swap,9,1,,rebreathe,t,b,rebtaehb,retreabhe,False,0.4444444444444444,Initial,,,
Swap 't' and 'h' in 'mesophyte'.,mesoptyhe,,swap,9,1,,mesophyte,t,h,,mesoptyhe,False,0.0,Initial,,,
Swap 's' and 'k' in 'shikari'.,khisari,shikrai,swap,7,1,,shikari,s,k,shikrai,khisari,False,0.4285714285714286,Initial,,,
Swap 'a' and 'y' in 'gargoyled'.,gyrgoaled,gargyoldeag,swap,9,1,,gargoyled,a,y,gargyoldeag,gyrgoaled,False,0.4545454545454546,Initial,,,
Swap 'r' and 'c' in 'rachialgia'.,carhialgia,,swap,10,1,,rachialgia,r,c,,carhialgia,False,0.0,Initial,,,
Swap 'o' and 'i' in 'theligonaceous'.,theloginaceius,thilgeognacus,swap,14,1,,theligonaceous,o,i,thilgeognacus,theloginaceius,False,0.5714285714285714,Initial,,,
Swap 't' and 'k' in 'rocktree'.,roctkree,rokertree,swap,8,1,,rocktree,t,k,rokertree,roctkree,False,0.5555555555555556,Initial,,,
Swap 'm' and 'i' in 'asianism'.,asmanmsi,asisanim,swap,8,1,,asianism,m,i,asisanim,asmanmsi,False,0.375,Initial,,,
Swap 'c' and 'n' in 'juncite'.,jucnite,junictne,swap,7,1,,juncite,c,n,junictne,jucnite,False,0.625,Initial,,,
Swap 'a' and 'r' in 'proauthority'.,paoruthoaity,prouthority,swap,12,1,,proauthority,a,r,prouthority,paoruthoaity,False,0.75,Initial,,,
Swap 'm' and 'n' in 'maint'.,naimt,tainm,swap,5,1,,maint,m,n,tainm,naimt,False,0.4,Initial,,,
Swap 'c' and 'w' in 'jackstraw'.,jawkstrac,,swap,9,1,,jackstraw,c,w,,jawkstrac,False,0.0,Initial,,,
Swap 'e' and 'n' in 'osteosynthesis'.,ostnosyethnsis,ostnoseitysna,swap,14,1,,osteosynthesis,e,n,ostnoseitysna,ostnosyethnsis,False,0.5714285714285714,Initial,,,
Swap 't' and 'e' in 'serpentarii'.,strptnearii,sepernetariii,swap,11,1,,serpentarii,t,e,sepernetariii,strptnearii,False,0.5384615384615384,Initial,,,
Swap 'e' and 'p' in 'platerer'.,elatprpr,plerater,swap,8,1,,platerer,e,p,plerater,elatprpr,False,0.25,Initial,,,
Swap 'l' and 'y' in 'hypoglycemic'.,hlpogylcemic,,swap,12,1,,hypoglycemic,l,y,,hlpogylcemic,False,0.0,Initial,,,
Swap 'o' and 'l' in 'orbitolina'.,lrbitloina,oritoinala,swap,10,1,,orbitolina,o,l,oritoinala,lrbitloina,False,0.5,Initial,,,
Swap 'a' and 's' in 'unsanctimonious'.,unasnctimonioua,ssnctiomnounius,swap,15,1,,unsanctimonious,a,s,ssnctiomnounius,unasnctimonioua,False,0.4666666666666667,Initial,,,
Swap 's' and 'c' in 'arbuscula'.,arbucsula,crbuiscula,swap,9,1,,arbuscula,s,c,crbuiscula,arbucsula,False,0.7,Initial,,,
Swap 'm' and 't' in 'mahant'.,tahanm,tahamtah,swap,6,1,,mahant,m,t,tahamtah,tahanm,False,0.5,Initial,,,
Swap 'e' and 'o' in 'overcriticize'.,evorcriticizo,ovircitizeover,swap,13,1,,overcriticize,e,o,ovircitizeover,evorcriticizo,False,0.3571428571428571,Initial,,,
Swap 'n' and 't' in 'enantiotropic'.,etatnionropic,eaontioptorp,swap,13,1,,enantiotropic,n,t,eaontioptorp,etatnionropic,False,0.3846153846153846,Initial,,,
Swap 't' and 'c' in 'coadjutement'.,toadjucemenc,cocjajutemt,swap,12,1,,coadjutement,t,c,cocjajutemt,toadjucemenc,False,0.33333333333333337,Initial,,,
Swap 'u' and 'r' in 'preaccount'.,pueaccornt,preorcacoat,swap,10,1,,preaccount,u,r,preorcacoat,pueaccornt,False,0.4545454545454546,Initial,,,
Swap 'e' and 't' in 'deletive'.,dtlteivt,dletivet,swap,8,1,,deletive,e,t,dletivet,dtlteivt,False,0.5,Initial,,,
Swap 't' and 'e' in 'rhizogenetic'.,rhizogtnteic,,swap,12,1,,rhizogenetic,t,e,,rhizogtnteic,False,0.0,Initial,,,
Swap 'a' and 'p' in 'subspecialty'.,subsaeciplty,subsopality,swap,12,1,,subspecialty,a,p,subsopality,subsaeciplty,False,0.5,Initial,,,
Swap 't' and 'i' in 'revigorate'.,revtgoraie,revigoratae,swap,10,1,,revigorate,t,i,revigoratae,revtgoraie,False,0.7272727272727273,Initial,,,
Swap 'o' and 'd' in 'pseudolobar'.,pseuodldbar,psuedobalar,swap,11,1,,pseudolobar,o,d,psuedobalar,pseuodldbar,False,0.4545454545454546,Initial,,,
Swap 'g' and 'a' in 'chiragra'.,chirgarg,craihrpahg,swap,8,1,,chiragra,g,a,craihrpahg,chirgarg,False,0.5,Initial,,,
Swap 'c' and 'u' in 'unpickable'.,cnpiukable,,swap,10,1,,unpickable,c,u,,cnpiukable,False,0.0,Initial,,,
Swap 'i' and 'r' in 'photodramatic'.,photodiamatrc,photoradmatic,swap,13,1,,photodramatic,i,r,photoradmatic,photodiamatrc,False,0.6923076923076923,Initial,,,
Swap 'u' and 'd' in 'solpugid'.,solpdgiu,solpdupgid,swap,8,1,,solpugid,u,d,solpdupgid,solpdgiu,False,0.7,Initial,,,
Swap 'r' and 'd' in 'unpreceded'.,unpdecerer,undeperced,swap,10,1,,unpreceded,r,d,undeperced,unpdecerer,False,0.6,Initial,,,
Swap 'e' and 'h' in 'mispurchase'.,mispurceash,mispurchsuer,swap,11,1,,mispurchase,e,h,mispurchsuer,mispurceash,False,0.5833333333333333,Initial,,,
Swap 'q' and 'd' in 'quardeel'.,duarqeel,quardeel,swap,8,1,,quardeel,q,d,quardeel,duarqeel,False,0.75,Initial,,,
Swap 'd' and 'e' in 'knockemdown'.,knockdmeown,,swap,11,1,,knockemdown,d,e,,knockdmeown,False,0.0,Initial,,,
Swap 'c' and 'r' in 'trichromate'.,tcirhcomate,trchorimate,swap,11,1,,trichromate,c,r,trchorimate,tcirhcomate,False,0.4545454545454546,Initial,,,
Swap 's' and 'i' in 'hemisphere'.,hemsiphere,hemispheri,swap,10,1,,hemisphere,s,i,hemispheri,hemsiphere,False,0.7,Initial,,,
Swap 'a' and 't' in 'haustellate'.,htusaelltae,,swap,11,1,,haustellate,a,t,,htusaelltae,False,0.0,Initial,,,
Swap 'e' and 'l' in 'alteration'.,aetlration,lterotani,swap,10,1,,alteration,e,l,lterotani,aetlration,False,0.30000000000000004,Initial,,,
Swap 'n' and 'a' in 'supraneural'.,suprnaeurnl,suparenural,swap,11,1,,supraneural,n,a,suparenural,suprnaeurnl,False,0.5454545454545454,Initial,,,
Swap 'e' and 's' in 'wackiness'.,wackinsee,wacsiness,swap,9,1,,wackiness,e,s,wacsiness,wackinsee,False,0.5555555555555556,Initial,,,
Swap 'y' and 'p' in 'provisionary'.,yrovisionarp,provisionray,swap,12,1,,provisionary,y,p,provisionray,yrovisionarp,False,0.6666666666666667,Initial,,,
Swap 'i' and 'b' in 'subbailiff'.,suiiablbff,subbailifff,swap,10,1,,subbailiff,i,b,subbailifff,suiiablbff,False,0.5454545454545454,Initial,,,
Swap 'p' and 's' in 'pukras'.,sukrap,sukrap,swap,6,1,,pukras,p,s,sukrap,sukrap,True,1.0,Initial,,,
Swap 'b' and 'n' in 'inassuageable'.,ibassuageanle,niassaugubaseable,swap,13,1,,inassuageable,b,n,niassaugubaseable,ibassuageanle,False,0.5294117647058824,Initial,,,
Swap 'y' and 'h' in 'phleborrhaphy'.,pyleborryapyh,,swap,13,1,,phleborrhaphy,y,h,,pyleborryapyh,False,0.0,Initial,,,
Swap 'u' and 'e' in 'bunoselenodont'.,benosulunodont,benosnoleonednt,swap,14,1,,bunoselenodont,u,e,benosnoleonednt,benosulunodont,False,0.6,Initial,,,
Swap 'y' and 'r' in 'overseverity'.,oveyseveyitr,oveervseliy,swap,12,1,,overseverity,y,r,oveervseliy,oveyseveyitr,False,0.41666666666666663,Initial,,,
Swap 't' and 's' in 'camponotus'.,camponosut,,swap,10,1,,camponotus,t,s,,camponosut,False,0.0,Initial,,,
Swap 'n' and 'a' in 'aluminyl'.,nlumiayl,mlmnilyl,swap,8,1,,aluminyl,n,a,mlmnilyl,nlumiayl,False,0.5,Initial,,,
Swap 'e' and 'n' in 'pyrotechny'.,pyrotnchey,,swap,10,1,,pyrotechny,e,n,,pyrotnchey,False,0.0,Initial,,,
Swap 'o' and 'g' in 'hymenogeny'.,hymengoeny,hmyeneomy,swap,10,1,,hymenogeny,o,g,hmyeneomy,hymengoeny,False,0.5,Initial,,,
Swap 't' and 'b' in 'bootee'.,toobee,booteeo,swap,6,1,,bootee,t,b,booteeo,toobee,False,0.5714285714285714,Initial,,,
Swap 'p' and 's' in 'stepniece'.,ptesniece,stepnices,swap,9,1,,stepniece,p,s,stepnices,ptesniece,False,0.5555555555555556,Initial,,,
Swap 's' and 'o' in 'wishtonwish'.,wiohtsnwioh,wishtonwishihs,swap,11,1,,wishtonwish,s,o,wishtonwishihs,wiohtsnwioh,False,0.5714285714285714,Initial,,,
Swap 'n' and 'd' in 'adrenaline'.,anredalide,dnredenialad,swap,10,1,,adrenaline,n,d,dnredenialad,anredalide,False,0.5,Initial,,,
Swap 'n' and 'f' in 'fanman'.,nafmaf,fannam,swap,6,1,,fanman,n,f,fannam,nafmaf,False,0.33333333333333337,Initial,,,
Swap 'e' and 'a' in 'pinacolate'.,pinecoleta,pinacolatc,swap,10,1,,pinacolate,e,a,pinacolatc,pinecoleta,False,0.7,Initial,,,
Swap 'b' and 'u' in 'subtitle'.,sbutitle,subtel,swap,8,1,,subtitle,b,u,subtel,sbutitle,False,0.375,Initial,,,
Swap 'y' and 'g' in 'ghostily'.,yhostilg,gohstily,swap,8,1,,ghostily,y,g,gohstily,yhostilg,False,0.5,Initial,,,
Swap 'h' and 'a' in 'hereafter'.,aerehfter,hearfeaf,swap,9,1,,hereafter,h,a,hearfeaf,aerehfter,False,0.2222222222222222,Initial,,,
Swap 'i' and 'r' in 'pluriflorous'.,pluirfloious,prulfiorous,swap,12,1,,pluriflorous,i,r,prulfiorous,pluirfloious,False,0.5833333333333333,Initial,,,
Swap 'd' and 'g' in 'weddinger'.,wegginder,wedgnigere,swap,9,1,,weddinger,d,g,wedgnigere,wegginder,False,0.5,Initial,,,
Swap 'h' and 'c' in 'bebotch'.,bebothc,bcbotch,swap,7,1,,bebotch,h,c,bcbotch,bebothc,False,0.5714285714285714,Initial,,,
Swap 'o' and 'r' in 'psilanthropist'.,psilanthorpist,prilanthpsotipl,swap,14,1,,psilanthropist,o,r,prilanthpsotipl,psilanthorpist,False,0.5333333333333333,Initial,,,
Swap 's' and 'y' in 'resistibly'.,reyiytibls,rysetissibly,swap,10,1,,resistibly,s,y,rysetissibly,reyiytibls,False,0.5,Initial,,,
Swap 'u' and 's' in 'isopterous'.,iuopterosu,,swap,10,1,,isopterous,u,s,,iuopterosu,False,0.0,Initial,,,
Swap 'r' and 'm' in 'microsommite'.,ricmosorrite,,swap,12,1,,microsommite,r,m,,ricmosorrite,False,0.0,Initial,,,
Swap 'h' and 'c' in 'coolheadedness'.,hoolceadedness,hoolcheeadness,swap,14,1,,coolheadedness,h,c,hoolcheeadness,hoolceadedness,False,0.7142857142857143,Initial,,,
Swap 'u' and 'i' in 'foreconscious'.,foreconscuois,forioconcious,swap,13,1,,foreconscious,u,i,forioconcious,foreconscuois,False,0.6153846153846154,Initial,,,
Swap 'c' and 'n' in 'calumniation'.,nalumciatioc,clnmnuatiac,swap,12,1,,calumniation,c,n,clnmnuatiac,nalumciatioc,False,0.5,Initial,,,
Swap 'r' and 'i' in 'hereticator'.,heietrcatoi,hereitcator,swap,11,1,,hereticator,r,i,hereitcator,heietrcatoi,False,0.6363636363636364,Initial,,,
Swap 't' and 's' in 'ghostfish'.,ghotsfith,,swap,9,1,,ghostfish,t,s,,ghotsfith,False,0.0,Initial,,,
Swap 'n' and 'u' in 'semiundressed'.,seminudressed,semuundressed,swap,13,1,,semiundressed,n,u,semuundressed,seminudressed,False,0.7692307692307692,Initial,,,
Swap 'i' and 'r' in 'cataractwise'.,cataiactwrse,cartaractwies,swap,12,1,,cataractwise,i,r,cartaractwies,cataiactwrse,False,0.6153846153846154,Initial,,,
Swap 's' and 'i' in 'hemisphere'.,hemsiphere,heimisperme,swap,10,1,,hemisphere,s,i,heimisperme,hemsiphere,False,0.5454545454545454,Initial,,,
Swap 'i' and 's' in 'bioscopy'.,bsoicopy,bisiopyc,swap,8,1,,bioscopy,i,s,bisiopyc,bsoicopy,False,0.5,Initial,,,
Swap 'u' and 'a' in 'exumbrellar'.,exambrellur,exmbrrellar,swap,11,1,,exumbrellar,u,a,exmbrrellar,exambrellur,False,0.7272727272727273,Initial,,,
Swap 'p' and 'c' in 'superabduction'.,sucerabduption,suprecabducton,swap,14,1,,superabduction,p,c,suprecabducton,sucerabduption,False,0.6428571428571428,Initial,,,
Swap 'p' and 'r' in 'zoosporiferous'.,zoosropifepous,zoosporiofprous,swap,14,1,,zoosporiferous,p,r,zoosporiofprous,zoosropifepous,False,0.6666666666666667,Initial,,,
Swap 'p' and 'c' in 'patriarchess'.,catriarphess,pratriacheasses,swap,12,1,,patriarchess,p,c,pratriacheasses,catriarphess,False,0.5333333333333333,Initial,,,
Swap 't' and 'p' in 'pteropodidae'.,tperotodidae,pterodapodidae,swap,12,1,,pteropodidae,t,p,pterodapodidae,tperotodidae,False,0.6428571428571428,Initial,,,
Swap 'n' and 'v' in 'navigant'.,vanigavt,navigant,swap,8,1,,navigant,n,v,navigant,vanigavt,False,0.625,Initial,,,
Swap 'n' and 't' in 'winterkilling'.,witnerkillitg,winterkilling,swap,13,1,,winterkilling,n,t,winterkilling,witnerkillitg,False,0.7692307692307692,Initial,,,
Swap 'v' and 'n' in 'ungoverned'.,uvgonerved,ngoveenrad,swap,10,1,,ungoverned,v,n,ngoveenrad,uvgonerved,False,0.30000000000000004,Initial,,,
Swap 't' and 's' in 'animotheism'.,animosheitm,animotheisim,swap,11,1,,animotheism,t,s,animotheisim,animosheitm,False,0.75,Initial,,,
Swap 'r' and 'a' in 'prepituitary'.,paepituitray,prepitaiutary,swap,12,1,,prepituitary,r,a,prepitaiutary,paepituitray,False,0.6153846153846154,Initial,,,
Swap 't' and 'v' in 'stover'.,svoter,,swap,6,1,,stover,t,v,,svoter,False,0.0,Initial,,,
Swap 'u' and 'p' in 'plenitudinous'.,ulenitpdinops,plenuidinus,swap,13,1,,plenitudinous,u,p,plenuidinus,ulenitpdinops,False,0.5384615384615384,Initial,,,
Swap 'u' and 'y' in 'gullibility'.,gyllibilitu,,swap,11,1,,gullibility,u,y,,gyllibilitu,False,0.0,Initial,,,
Swap 's' and 'r' in 'obsecration'.,obrecsation,obcsertion,swap,11,1,,obsecration,s,r,obcsertion,obrecsation,False,0.6363636363636364,Initial,,,
Swap 'i' and 'm' in 'leuchemia'.,leucheima,muuheimale,swap,9,1,,leuchemia,i,m,muuheimale,leucheima,False,0.5,Initial,,,
Swap 'l' and 'm' in 'promoral'.,proloram,promoram,swap,8,1,,promoral,l,m,promoram,proloram,False,0.875,Initial,,,
Swap 'h' and 'u' in 'raghouse'.,raguohse,ragnuouse,swap,8,1,,raghouse,h,u,ragnuouse,raguohse,False,0.7777777777777778,Initial,,,
Swap 'e' and 'c' in 'backvelder'.,baekvcldcr,bckvclder,swap,10,1,,backvelder,e,c,bckvclder,baekvcldcr,False,0.7,Initial,,,
Swap 'l' and 's' in 'colossi'.,cosolli,cososii,swap,7,1,,colossi,l,s,cososii,cosolli,False,0.7142857142857143,Initial,,,
Swap 'l' and 'v' in 'veridicalness'.,leridicavness,veridicalness,swap,13,1,,veridicalness,l,v,veridicalness,leridicavness,False,0.8461538461538461,Initial,,,
Swap 'a' and 'g' in 'regurgitation'.,reauraitgtion,,swap,13,1,,regurgitation,a,g,,reauraitgtion,False,0.0,Initial,,,
Swap 'h' and 'a' in 'meningomyelorrhaphy'.,meningomyelorrahpay,,swap,19,1,,meningomyelorrhaphy,h,a,,meningomyelorrahpay,False,0.0,Initial,,,
Swap 'l' and 'f' in 'subflora'.,sublfora,,swap,8,1,,subflora,l,f,,sublfora,False,0.0,Initial,,,
Swap 'o' and 'h' in 'cosherer'.,chsoerer,chsehero,swap,8,1,,cosherer,o,h,chsehero,chsoerer,False,0.625,Initial,,,
Swap 't' and 's' in 'semipetrified'.,temipesrified,semipetirified,swap,13,1,,semipetrified,t,s,semipetirified,temipesrified,False,0.7857142857142857,Initial,,,
Swap 's' and 't' in 'sarcoptes'.,tarcopset,scorptes,swap,9,1,,sarcoptes,s,t,scorptes,tarcopset,False,0.33333333333333337,Initial,,,
Swap 'n' and 'a' in 'testamentary'.,testnmeatnry,,swap,12,1,,testamentary,n,a,,testnmeatnry,False,0.0,Initial,,,
Swap 'r' and 'd' in 'railroad'.,daildoar,daillord,swap,8,1,,railroad,r,d,daillord,daildoar,False,0.625,Initial,,,
Swap 'p' and 'r' in 'ophrys'.,orhpys,phrysop,swap,6,1,,ophrys,p,r,phrysop,orhpys,False,0.2857142857142857,Initial,,,
Swap 'n' and 'w' in 'passwoman'.,passnomaw,swassman,swap,9,1,,passwoman,n,w,swassman,passnomaw,False,0.4444444444444444,Initial,,,
Swap 'm' and 't' in 'monarthritis'.,tonarmhrimis,tonartheritis,swap,12,1,,monarthritis,m,t,tonartheritis,tonarmhrimis,False,0.7692307692307692,Initial,,,
Swap 'n' and 'b' in 'backtenter'.,nacktebter,bctentaer,swap,10,1,,backtenter,n,b,bctentaer,nacktebter,False,0.5,Initial,,,
Swap 'd' and 'u' in 'admeasure'.,aumeasdre,admisuread,swap,9,1,,admeasure,d,u,admisuread,aumeasdre,False,0.4,Initial,,,
Swap 'a' and 'u' in 'smuggleable'.,smaggleuble,smuggleabale,swap,11,1,,smuggleable,a,u,smuggleabale,smaggleuble,False,0.75,Initial,,,
Swap 'o' and 'z' in 'autohypnotization'.,autzhypnztioatizn,azutohypnoitzain,swap,17,1,,autohypnotization,o,z,azutohypnoitzain,autzhypnztioatizn,False,0.5294117647058824,Initial,,,
Swap 'w' and 'e' in 'nornorwest'.,nornorewst,nreowrsen,swap,10,1,,nornorwest,w,e,nreowrsen,nornorewst,False,0.30000000000000004,Initial,,,
Swap 'n' and 'l' in 'encreel'.,elcreen,ncreeel,swap,7,1,,encreel,n,l,ncreeel,elcreen,False,0.4285714285714286,Initial,,,
Swap 'p' and 'r' in 'peroneal'.,reponeal,proneal,swap,8,1,,peroneal,p,r,proneal,reponeal,False,0.625,Initial,,,
Swap 'r' and 'f' in 'flagellatory'.,rlagellatofy,flageillatoy,swap,12,1,,flagellatory,r,f,flageillatoy,rlagellatofy,False,0.75,Initial,,,
Swap 'l' and 'e' in 'larvigerous'.,earviglrous,,swap,11,1,,larvigerous,l,e,,earviglrous,False,0.0,Initial,,,
Swap 'l' and 'r' in 'rebeldom'.,leberdom,rebdelom,swap,8,1,,rebeldom,l,r,rebdelom,leberdom,False,0.5,Initial,,,
Swap 'r' and 'e' in 'architraved'.,aechiteavrd,ahciirtevatde,swap,11,1,,architraved,r,e,ahciirtevatde,aechiteavrd,False,0.46153846153846156,Initial,,,
Swap 'a' and 'r' in 'serviceability'.,seavicerbility,servicirability,swap,14,1,,serviceability,a,r,servicirability,seavicerbility,False,0.8,Initial,,,
Swap 't' and 'h' in 'bewreath'.,bewreaht,bewreatheb,swap,8,1,,bewreath,t,h,bewreatheb,bewreaht,False,0.7,Initial,,,
Swap 'd' and 'a' in 'balladry'.,bdlldary,Ballardry,swap,8,1,,balladry,d,a,Ballardry,bdlldary,False,0.4444444444444444,Initial,,,
Swap 'h' and 'm' in 'thermo'.,tmerho,themro,swap,6,1,,thermo,h,m,themro,tmerho,False,0.5,Initial,,,
Swap 'i' and 'a' in 'unrecreating'.,unrecreitang,unrecriatuing,swap,12,1,,unrecreating,i,a,unrecriatuing,unrecreitang,False,0.6923076923076923,Initial,,,
Swap 'l' and 'b' in 'bloodwood'.,lboodwood,,swap,9,1,,bloodwood,l,b,,lboodwood,False,0.0,Initial,,,
Swap 'r' and 'e' in 'sereward'.,srerwaed,sewarder,swap,8,1,,sereward,r,e,sewarder,srerwaed,False,0.375,Initial,,,
Swap 'i' and 'f' in 'postfebrile'.,postiebrfle,postferbile,swap,11,1,,postfebrile,i,f,postferbile,postiebrfle,False,0.6363636363636364,Initial,,,
Swap 'y' and 'm' in 'dominantly'.,doyinantlm,momnianly,swap,10,1,,dominantly,y,m,momnianly,doyinantlm,False,0.4,Initial,,,
Swap 't' and 's' in 'insecta'.,intecsa,insecsta,swap,7,1,,insecta,t,s,insecsta,intecsa,False,0.75,Initial,,,
Swap 'y' and 'n' in 'ponderosity'.,poyderositn,nonderosity,swap,11,1,,ponderosity,y,n,nonderosity,poyderositn,False,0.7272727272727273,Initial,,,
Swap 'c' and 'n' in 'wickedness'.,winkedcess,cniddkeswic,swap,10,1,,wickedness,c,n,cniddkeswic,winkedcess,False,0.2727272727272727,Initial,,,
Swap 'c' and 'y' in 'cytodendrite'.,yctodendrite,ydtoendritce,swap,12,1,,cytodendrite,c,y,ydtoendritce,yctodendrite,False,0.75,Initial,,,
Swap 'w' and 't' in 'awrist'.,atrisw,twirsta,swap,6,1,,awrist,w,t,twirsta,atrisw,False,0.2857142857142857,Initial,,,
Swap 'o' and 's' in 'amyosthenic'.,amysothenic,,swap,11,1,,amyosthenic,o,s,,amysothenic,False,0.0,Initial,,,
Swap 'v' and 'o' in 'coveralls'.,cvoeralls,overalss,swap,9,1,,coveralls,v,o,overalss,cvoeralls,False,0.6666666666666667,Initial,,,
Swap 'l' and 'u' in 'heracleum'.,heracuelm,hueracleum,swap,9,1,,heracleum,l,u,hueracleum,heracuelm,False,0.7,Initial,,,
Swap 'a' and 's' in 'wateriness'.,wsterineaa,waertneiss,swap,10,1,,wateriness,a,s,waertneiss,wsterineaa,False,0.4,Initial,,,
Swap 'd' and 'm' in 'odoom'.,omood,momodmo,swap,5,1,,odoom,d,m,momodmo,omood,False,0.4285714285714286,Initial,,,
Swap 'e' and 'y' in 'hydrogenator'.,hedrogynator,gydrogenatoyr,swap,12,1,,hydrogenator,e,y,gydrogenatoyr,hedrogynator,False,0.6923076923076923,Initial,,,
Swap 'o' and 'l' in 'clitoria'.,coitlria,clitroira,swap,8,1,,clitoria,o,l,clitroira,coitlria,False,0.5555555555555556,Initial,,,
Swap 'e' and 'r' in 'oncosphere'.,oncosphrer,ornocspher,swap,10,1,,oncosphere,e,r,ornocspher,oncosphrer,False,0.6,Initial,,,
Swap 'n' and 'l' in 'litheness'.,nitheless,lithehnes,swap,9,1,,litheness,n,l,lithehnes,nitheless,False,0.5555555555555556,Initial,,,
Swap 'a' and 'd' in 'giganticidal'.,gigdnticiadl,giditancidal,swap,12,1,,giganticidal,a,d,giditancidal,gigdnticiadl,False,0.5,Initial,,,
Swap 'p' and 's' in 'pseudococcus'.,speudococcup,sseudococcus,swap,12,1,,pseudococcus,p,s,sseudococcus,speudococcup,False,0.8333333333333334,Initial,,,
Swap 'l' and 'y' in 'chrysology'.,chrlsoyogl,hrysysolych,swap,10,1,,chrysology,l,y,hrysysolych,chrlsoyogl,False,0.2727272727272727,Initial,,,
Swap 'g' and 'l' in 'landholding'.,gandhogdinl,landaohlding,swap,11,1,,landholding,g,l,landaohlding,gandhogdinl,False,0.5833333333333333,Initial,,,
Swap 'u' and 'h' in 'bushless'.,bhsuless,buselhnsu,swap,8,1,,bushless,u,h,buselhnsu,bhsuless,False,0.4444444444444444,Initial,,,
Swap 'k' and 'r' in 'arrack'.,akkacr,arrack,swap,6,1,,arrack,k,r,arrack,akkacr,False,0.5,Initial,,,
Swap 's' and 'i' in 'goniostat'.,gonsoitat,gnoinostat,swap,9,1,,goniostat,s,i,gnoinostat,gonsoitat,False,0.6,Initial,,,
Swap 'r' and 'e' in 'pleximetric'.,plrximrteic,pleximetric,swap,11,1,,pleximetric,r,e,pleximetric,plrximrteic,False,0.7272727272727273,Initial,,,
Swap 'i' and 's' in 'influxionism'.,snfluxsonsim,,swap,12,1,,influxionism,i,s,,snfluxsonsim,False,0.0,Initial,,,
Swap 'a' and 'e' in 'skiagrapher'.,skiegrephar,skiagphorer,swap,11,1,,skiagrapher,a,e,skiagphorer,skiegrephar,False,0.4545454545454546,Initial,,,
Swap 'x' and 'y' in 'oxydiact'.,oyxdiact,oxydiactx,swap,8,1,,oxydiact,x,y,oxydiactx,oyxdiact,False,0.6666666666666667,Initial,,,
Swap 'p' and 'o' in 'enteroparesis'.,enterpoaresis,enterporaesi,swap,13,1,,enteroparesis,p,o,enterporaesi,enterpoaresis,False,0.7692307692307692,Initial,,,
Swap 'a' and 'g' in 'hypnosporangium'.,hypnosporgnaium,hyposporagnium,swap,15,1,,hypnosporangium,a,g,hyposporagnium,hypnosporgnaium,False,0.8,Initial,,,
Swap 'p' and 't' in 'preflatter'.,treflapper,preflatter,swap,10,1,,preflatter,p,t,preflatter,treflapper,False,0.7,Initial,,,
Swap 'p' and 'd' in 'spondee'.,sdonpee,spnedeo,swap,7,1,,spondee,p,d,spnedeo,sdonpee,False,0.2857142857142857,Initial,,,
Swap 'e' and 's' in 'sinopite'.,einopits,,swap,8,1,,sinopite,e,s,,einopits,False,0.0,Initial,,,
Swap 's' and 'u' in 'suggestively'.,usggeutively,ssuggetively,swap,12,1,,suggestively,s,u,ssuggetively,usggeutively,False,0.75,Initial,,,
Swap 'o' and 'n' in 'overinventoried'.,nverioveotnried,,swap,15,1,,overinventoried,o,n,,nverioveotnried,False,0.0,Initial,,,
Swap 'd' and 'u' in 'idumaean'.,iudmaean,,swap,8,1,,idumaean,d,u,,iudmaean,False,0.0,Initial,,,
Swap 'c' and 'o' in 'unconcurrent'.,unocnourrent,nncurretnu,swap,12,1,,unconcurrent,c,o,nncurretnu,unocnourrent,False,0.5,Initial,,,
Swap 'n' and 's' in 'steno'.,nteso,,swap,5,1,,steno,n,s,,nteso,False,0.0,Initial,,,
Swap 'a' and 'e' in 'chartaceous'.,chertecaous,charateeocs,swap,11,1,,chartaceous,a,e,charateeocs,chertecaous,False,0.5454545454545454,Initial,,,
